_id,title,language,format,screening_count
9649,Kartka towarzystwo.,german,2D,75
3040,Katastrofa.,german,IMAX,75
3040,Katastrofa.,spanish,2D,75
1161,Każdy.,german,3D,75
4811,Kiedyś.,polish,2D,75
8771,Kierowca.,english,2D,75
9250,Kierunek.,english,IMAX,75
5075,Kierunek.,english,IMAX,75
1643,Kieszeń Polska.,spanish,2D,75
6676,Kieszeń.,german,IMAX,75
3102,Kij klasa.,polish,3D,75
3038,Kij religia.,spanish,IMAX,75
5799,Kilka wziąć.,english,2D,75
9531,Kolacja.,spanish,3D,75
2070,Kolej wokół.,polish,3D,75
438,Kolumna.,polish,2D,75
1152,Konstrukcja.,polish,IMAX,75
8617,Kontakt.,spanish,3D,75
6554,Koń.,polish,3D,75
2872,Korona.,english,2D,75
8611,Korzeń.,polish,3D,75
3592,Kosz.,german,IMAX,75
7164,Kościół jak.,polish,2D,75
5050,Kość pomagać.,polish,3D,75
2649,Kot.,german,2D,75
3947,Królewski rosyjski.,german,IMAX,75
9872,Książę plac.,german,IMAX,75
5457,Książka.,german,IMAX,75
8256,Lekcja obiekt.,polish,3D,75
8873,Lewy.,spanish,IMAX,75
9953,Liść.,german,3D,75
5485,Litera.,polish,2D,75
3642,Lot postawa.,english,IMAX,75
4738,Lotniczy.,polish,IMAX,75
2001,Ludność za pomocą.,german,IMAX,75
2768,Ludzie spokój.,polish,2D,75
6122,Łaciński.,english,IMAX,75
9875,Ładny dorosły.,english,IMAX,75
1920,Małpa powiat.,spanish,3D,75
7983,Mecz.,spanish,2D,75
7008,Męski.,polish,2D,75
191,Mi.,english,3D,75
8341,Miasto.,german,IMAX,75
9597,Miecz właściciel.,spanish,3D,75
6774,Mięso.,german,2D,75
2269,Miłość polityk.,english,2D,75
5305,Mistrz leżeć.,polish,IMAX,75
9160,Moc jedzenie.,german,2D,75
9693,Mocno.,german,2D,75
3731,Mocz.,polish,2D,75
4336,Morze Śródziemne.,polish,2D,75
6469,Możliwy przeciwnik.,german,IMAX,75
2405,Móc ruch.,polish,IMAX,75
9720,Muzyk starożytny.,polish,2D,75
9239,My dziki.,german,2D,75
1589,My kapelusz.,spanish,3D,75
9010,Myśl czeski.,polish,IMAX,75
6470,Nadzieja.,spanish,3D,75
416,Nagle.,german,2D,75
972,Nagły.,polish,2D,75
5647,Naj- gałąź.,german,IMAX,75
6634,Należeć sztuczny.,spanish,IMAX,75
4351,Naprawdę bezpośrednio.,polish,2D,75
9904,Naród.,polish,2D,75
6264,Narząd.,german,3D,75
3544,Następny.,german,2D,75
8234,Następować istotny.,english,IMAX,75
9341,Nastrój tradycja.,polish,3D,75
9131,Nasz.,spanish,IMAX,75
9414,Nauczycielka.,german,2D,75
1666,Nazywać przestępstwo.,english,2D,75
4370,Nie Ma postawa.,polish,IMAX,75
399,Nie przestrzeń.,spanish,3D,75
5533,Nie stół.,english,IMAX,75
2365,Niebezpieczeństwo.,german,2D,75
4885,Niebezpieczeństwo.,english,IMAX,75
357,Niech.,german,IMAX,75
2743,Niech.,german,3D,75
5605,Nieść.,polish,3D,75
2556,Niewolnik produkować.,german,IMAX,75
3136,Niewolnik.,polish,IMAX,75
8393,Niewolnik.,english,3D,75
9046,Nocny.,german,2D,75
6879,Obiekt otworzyć.,spanish,2D,75
996,Obiekt wyjść.,english,2D,75
2533,Obiekt.,spanish,2D,75
4093,Obraz przestępstwo.,english,IMAX,75
6203,Obraz przyjść.,german,IMAX,75
7780,Obrót zamek.,english,2D,75
3554,Obywatelka odbywać się.,polish,2D,75
2386,Oddawać.,german,IMAX,75
4269,Odmiana.,polish,3D,75
7158,Odpowiedni zima.,english,3D,75
8807,Odwaga ale.,spanish,2D,75
7719,Odwaga chcieć.,polish,IMAX,75
5891,Odważny.,polish,3D,75
5562,Odzież spotkać.,english,IMAX,75
539,Ojciec.,german,3D,75
9035,Okolica napisać.,polish,3D,75
1748,Określony.,spanish,2D,75
9836,Olej.,german,2D,75
5871,One.,polish,2D,75
2468,Opinia.,english,2D,75
5403,Opowiadać.,german,IMAX,75
4381,Organizacja autobus.,english,2D,75
736,Organizacja.,polish,2D,75
2519,Organizm.,spanish,IMAX,75
2759,Osioł ciąża.,polish,2D,75
4889,Osobisty szlachetny.,polish,2D,75
1733,Osobisty.,polish,2D,75
3622,Otoczenie niewielki.,german,2D,75
3905,Otwarty.,english,2D,75
6296,Owad wreszcie.,spanish,3D,75
5531,Owca.,polish,2D,75
8144,Ozdoba.,english,3D,75
5208,Pacjent.,spanish,3D,75
4262,Paliwo.,spanish,IMAX,75
8316,Pałac.,german,3D,75
9113,Pamiętać.,english,3D,75
9829,Panować charakterystyczny.,german,3D,75
6067,Państwo.,spanish,2D,75
6085,Papier.,german,3D,75
8608,Pasek aby.,german,3D,75
1486,Patrzeć ziemski.,german,IMAX,75
7775,Pełen odmiana.,polish,IMAX,75
3128,Pewny ślub.,english,IMAX,75
3766,Pierwiastek Chemiczny.,english,3D,75
9284,Piękny wesoły.,polish,2D,75
8887,Piękny.,polish,3D,75
8887,Piękny.,english,IMAX,75
8785,Piłka sen.,german,2D,75
4570,Piotr.,spanish,3D,75
4550,Pióro lata.,spanish,3D,75
9646,Pisać.,english,IMAX,75
7070,Plac.,german,3D,75
6136,Plaża.,english,IMAX,75
9643,Płaski.,spanish,2D,75
5814,Płeć.,polish,IMAX,75
5845,Poczta pięć.,german,IMAX,75
5993,Podczas.,polish,2D,75
6315,Podróż.,german,IMAX,75
1281,Podróżować.,german,3D,75
1881,Podstawa właściciel.,english,2D,75
4542,Poeta.,german,2D,75
2171,Pogoda.,english,2D,75
8319,Pokonać.,spanish,3D,75
5930,Pokryć 4.,german,3D,75
2049,Policjant żaden.,spanish,IMAX,75
4751,Policzek mocny.,spanish,3D,75
9713,Policzek płyta.,english,2D,75
6271,Polski waluta.,polish,IMAX,75
6271,Polski waluta.,english,3D,75
5232,Polski.,spanish,3D,75
9153,Połączenie.,english,2D,75
7335,Położenie uczyć.,spanish,3D,75
7938,Położyć.,english,3D,75
3553,Południe.,polish,2D,75
7033,Pomoc kapelusz.,polish,IMAX,75
5996,Poprzez.,polish,IMAX,75
3641,Pora sądzić.,german,IMAX,75
1010,Port.,spanish,IMAX,75
3861,Posiadać surowy.,english,2D,75
668,Posiadać ściana.,english,2D,75
2082,Posiłek pół.,german,3D,75
1409,Postępować.,polish,IMAX,75
1707,Postępować.,spanish,IMAX,75
2006,Postępować.,spanish,2D,75
740,Postępowanie potrawa.,spanish,3D,75
3598,Potrafić urządzenie.,english,3D,75
5188,Potrzebny.,english,2D,75
6163,Poważny.,german,IMAX,75
4981,Poważny.,english,2D,75
2992,Powietrze.,english,IMAX,75
2204,Powodować jasny.,german,2D,75
9882,Powoli dziób.,polish,2D,75
5862,Powoli szereg.,spanish,3D,75
4782,Powolny.,polish,2D,75
8265,Powstanie.,spanish,2D,75
8265,Powstanie.,german,IMAX,75
7150,Powstawać.,english,2D,75
5273,Powszechny.,polish,3D,75
810,Pozbawić nowy.,polish,IMAX,75
9297,Pozwalać.,english,2D,75
3477,Pozycja rzadko.,polish,3D,75
5187,Pożar świecić.,english,2D,75
4903,Pracować bok.,german,3D,75
7189,Pragnąć.,polish,IMAX,75
529,Pragnienie turecki.,english,2D,75
4778,Prawda powierzchnia.,german,3D,75
7558,Prawie tekst.,english,3D,75
9001,Prawny 3.,spanish,2D,75
1539,Prezent alkoholowy.,english,3D,75
4702,Problem dużo.,german,3D,75
604,Problem dzisiejszy.,english,3D,75
8910,Problem klub.,polish,IMAX,75
3978,Profesor.,english,IMAX,75
5245,Proszę złożyć.,polish,IMAX,75
6973,Prowadzić klucz.,english,IMAX,75
6973,Prowadzić klucz.,spanish,2D,75
181,Prowadzić.,english,2D,75
6795,Prowadzić.,german,2D,75
3281,Prywatny.,german,3D,75
2237,Przedstawiać bo.,spanish,2D,75
6791,Przedstawiać.,english,3D,75
5196,Przedstawiać.,spanish,IMAX,75
2437,Przejaw liczyć.,polish,2D,75
8274,Przejaw radio.,english,3D,75
3076,Przejść klimat.,english,IMAX,75
4763,Przerwa ostatni.,english,2D,75
3158,Przeszłość cel.,english,2D,75
1596,Przygotować.,spanish,2D,75
5189,Przygotowywać Słońce.,polish,3D,75
9541,Przyjaciel.,english,IMAX,75
6248,Przyjaźń wróg.,polish,2D,75
5549,Przyjąć.,english,2D,75
5549,Przyjąć.,german,IMAX,75
4050,Przyjęcie radiowy.,spanish,2D,75
3443,Przykład śpiewać.,spanish,IMAX,75
430,Przyrząd.,german,3D,75
14,Publiczny kara.,polish,IMAX,75
6793,Publiczny.,polish,IMAX,75
1813,Punkt odpowiedni.,polish,3D,75
5949,Rada ten.,spanish,2D,75
479,Rasa.,english,IMAX,75
1003,Robotnik alkoholowy.,spanish,IMAX,75
2915,Rodzaj.,german,IMAX,75
8552,Rodzic klimat.,spanish,2D,75
3998,Rodzinny aby.,german,2D,75
6001,Rok dłoń.,german,IMAX,75
6001,Rok dłoń.,spanish,2D,75
9076,Rosja.,english,IMAX,75
4995,Roślina cierpienie.,polish,3D,75
3679,Roślina miłość.,german,3D,75
8397,Rower.,english,3D,75
3603,Rozpocząć motyl.,english,3D,75
4880,Rozwiązanie.,polish,2D,75
6369,Równy.,english,3D,75
6352,Różowy.,german,3D,75
2493,Rząd ze.,polish,3D,75
1906,Rząd.,spanish,IMAX,75
4932,Rzym.,polish,3D,75
6592,Sądowy dobrze.,english,IMAX,75
5147,Scena tańczyć.,polish,2D,75
6350,Scena.,english,2D,75
6953,Seksualny.,english,IMAX,75
1109,Sen późny.,german,2D,75
258,Siedziba.,polish,2D,75
8301,Się.,german,IMAX,75
3864,Siódmy.,spanish,IMAX,75
3187,Składnik.,english,3D,75
3396,Skłonność.,polish,2D,75
3277,Skutek.,spanish,IMAX,75
6386,Słoneczny dużo.,english,IMAX,75
7454,Słoneczny zabawka.,german,2D,75
9012,Słoń ty.,english,2D,75
4567,Słuchać filozofia.,german,2D,75
1953,Smak.,german,3D,75
6965,Smak.,spanish,2D,75
2748,Smutny.,spanish,IMAX,75
1452,Sos widzieć.,spanish,3D,75
6520,Sól ciotka.,english,3D,75
7239,Spadek trzy.,polish,3D,75
9219,Specjalista.,polish,IMAX,75
8063,Społeczeństwo.,spanish,3D,75
4391,Spotkanie.,german,IMAX,75
7800,Spowodować ziemniak.,polish,2D,75
8141,Sprzęt własny.,german,IMAX,75
279,Srebro.,spanish,3D,75
3020,Stan.,spanish,3D,75
3398,Stawać Się.,spanish,IMAX,75
313,Stawiać.,polish,3D,75
9181,Stopień.,polish,2D,75
1681,Stosować we.,spanish,IMAX,75
2381,Stosunek drużyna.,german,2D,75
9325,Stół szereg.,spanish,2D,75
2062,Stół.,english,2D,75
2109,Stracić.,german,2D,75
2852,Student.,english,2D,75
4522,Styczeń samochodowy.,english,3D,75
230,Styl odczuwać.,spanish,2D,75
6021,Sukces działalność.,spanish,IMAX,75
8398,Sukienka wina.,polish,2D,75
6351,Sylaba ogólny.,german,2D,75
4268,Szanowny.,german,3D,75
4021,Szczęście.,german,IMAX,75
9990,Szereg.,polish,IMAX,75
9087,Szklanka pragnienie.,german,2D,75
9087,Szklanka pragnienie.,spanish,2D,75
5410,Szkło.,german,3D,75
2856,Szkoda.,german,IMAX,75
6306,Szkodliwy mózg.,spanish,3D,75
3767,Szlachetny.,spanish,3D,75
5578,Szwajcaria.,german,IMAX,75
8575,Szwecja.,english,2D,75
2798,Szyja usługa.,spanish,2D,75
1595,Śpiewać głównie.,german,3D,75
4139,Średni długi.,spanish,3D,75
4628,Świecić.,german,2D,75
5451,Tamten plama.,spanish,3D,75
1411,Tani.,english,IMAX,75
6043,Technika.,german,IMAX,75
6420,Telewizyjny szkło.,english,IMAX,75
9261,Telewizyjny.,german,IMAX,75
8851,Temperatura daleko.,polish,2D,75
2463,Ten.,german,3D,75
1442,Teoria.,spanish,3D,75
1442,Teoria.,spanish,IMAX,75
1066,Tor.,english,2D,75
1842,Trzeba.,english,2D,75
8069,Trzymać.,polish,3D,75
6142,Twardy.,polish,IMAX,75
9741,Tydzień lęk.,polish,IMAX,75
1299,Tyle atak.,english,3D,75
8224,Typ.,german,2D,75
1098,Typowy wojsko.,polish,IMAX,75
8130,Tytuł duży.,polish,2D,75
7544,Ubogi sztuczny.,polish,IMAX,75
2230,Uciekać książka.,spanish,2D,75
9484,Uczucie srebrny.,spanish,3D,75
6338,Ulegać.,german,IMAX,75
7713,Ulica fakt.,german,2D,75
9776,Umieścić hałas.,polish,IMAX,75
9232,Umieścić obraz.,spanish,2D,75
1153,Umysł centrum.,english,IMAX,75
9573,Umysł.,german,IMAX,75
7667,Unia Europejska kuchnia.,german,3D,75
5778,Unia Europejska walka.,german,3D,75
7032,Unia Europejska.,spanish,IMAX,75
2742,Uprawiać ile.,german,3D,75
337,Urodzić Się zupełnie.,spanish,2D,75
8242,Urodziny.,spanish,IMAX,75
8101,Urządzenie popularny.,german,3D,75
8120,Urządzenie Słońce.,english,IMAX,75
9759,Ustawa USA.,spanish,2D,75
4016,Uzyskać.,polish,IMAX,75
8172,Uzyskać.,german,2D,75
4236,Użytkownik wzrok.,german,2D,75
8058,W Czasie wcześnie.,english,2D,75
1433,W Formie.,english,2D,75
8073,Waga.,german,IMAX,75
6510,Wakacje gospodarka.,spanish,2D,75
8790,Wakacje.,english,3D,75
8790,Wakacje.,spanish,2D,75
1902,Wartość.,german,2D,75
8697,Ważny.,german,IMAX,75
4589,Wątpliwość.,german,3D,75
6475,Wejście.,german,3D,75
5180,Węgry.,german,2D,75
5180,Węgry.,english,3D,75
40,Widok.,polish,IMAX,75
7211,Widzieć pojedynczy.,german,2D,75
161,Wiek nagły.,polish,3D,75
6212,Wielka Brytania sukienka.,german,IMAX,75
4838,Wielka Brytania tytoń.,german,3D,75
4113,Wielki Francja.,english,3D,75
1782,Wielkość.,german,IMAX,75
419,Wieża katolicki.,polish,IMAX,75
5611,Wieża.,spanish,2D,75
9857,Własny.,english,IMAX,75
4462,Wnętrze.,german,3D,75
8866,Wobec rozwiązanie.,english,3D,75
9134,Wobec.,spanish,2D,75
1954,Woda.,english,3D,75
9975,Wolność łączyć.,german,IMAX,75
9017,Wóz mąż.,german,2D,75
6594,Wpływ.,spanish,2D,75
7124,Wpływ.,polish,IMAX,75
464,Wracać każdy.,spanish,IMAX,75
7160,Wrogi.,spanish,2D,75
2669,Wspaniały każdy.,polish,3D,75
3558,Wspólny więcej.,polish,2D,75
6256,Wspólny.,german,2D,75
7302,Wstyd przyszłość.,polish,IMAX,75
8327,Wszystkie w ciągu.,spanish,IMAX,75
8905,Wybitny.,german,IMAX,75
1134,Wybory.,polish,3D,75
5358,Wybrać.,english,3D,75
7796,Wybrzeże.,polish,IMAX,75
5865,Wychodzić.,english,3D,75
4448,Wygląd poprzedni.,german,IMAX,75
1130,Wygląd.,spanish,2D,75
8745,Wyglądać.,english,3D,75
5063,Wykonanie.,polish,IMAX,75
5547,Wykonywać.,german,2D,75
4393,Wynosić.,german,3D,75
9384,Wyrok istnienie.,spanish,3D,75
9200,Wyrób.,polish,3D,75
929,Wysoki zrobić.,polish,2D,75
8940,Wyspa.,spanish,2D,75
7640,Wytwarzać.,spanish,3D,75
8033,Wziąć.,polish,2D,75
2882,Wziąć.,german,2D,75
8108,Z czynnik.,polish,3D,75
5685,Z Krwi I Kości dziewięćdziesiąt.,polish,3D,75
5192,Z Powodu pomagać.,english,3D,75
71,Zabić Hiszpania.,spanish,3D,75
6097,Zachodni dawno.,polish,IMAX,75
9101,Zachowanie.,spanish,3D,75
2618,Zachód tłumaczyć.,english,IMAX,75
8600,Zachód.,polish,IMAX,75
4539,Zaczynać klient.,spanish,IMAX,75
4792,Zadanie.,german,3D,75
6195,Zając połowa.,german,IMAX,75
8971,Zakres pokarm.,english,3D,75
2015,Założyć postawa.,english,2D,75
641,Zamek.,spanish,3D,75
9426,Zamieszkiwać zero.,polish,2D,75
4045,Zamieszkiwać.,english,2D,75
6311,Zamykać.,english,2D,75
5555,Zanim.,spanish,2D,75
8874,Zapach.,english,3D,75
544,Zapomnieć.,polish,2D,75
9824,Zaś.,polish,2D,75
869,Zawierać.,spanish,IMAX,75
8549,Zawodnik człowiek.,spanish,2D,75
3703,Zawodowy lub.,english,2D,75
6828,Zawodowy stanowisko.,spanish,IMAX,75
5115,Zbiór zjeść.,polish,3D,75
3659,Zboże zniszczyć.,german,2D,75
971,Zbudować odpowiedni.,polish,IMAX,75
8289,Zbudować szczęście.,english,IMAX,75
9804,Zdarzenie zaczynać.,german,3D,75
4180,Zdjęcie dziecko.,spanish,IMAX,75
3901,Zero 70.,polish,IMAX,75
2572,Zgodnie.,polish,3D,75
2572,Zgodnie.,german,IMAX,75
9518,Ziemia.,polish,2D,75
9145,Ziemniak.,german,2D,75
3581,Ziemski.,german,IMAX,75
406,Zima pisanie.,english,2D,75
3632,Zima.,english,IMAX,75
3870,Zjawisko.,spanish,3D,75
9348,Znaczyć rozumieć.,english,3D,75
8408,Znosić mama.,english,IMAX,75
856,Zrobić.,polish,2D,75
4294,Zrozumieć wykonywanie.,english,3D,75
8740,Zupełnie.,german,IMAX,75
7594,Związek akcja.,english,3D,75
3412,Związek.,english,IMAX,75
3412,Związek.,polish,IMAX,75
8925,Zwycięstwo.,polish,IMAX,75
7747,Zwykły lecz.,spanish,3D,75
9313,Zwykły.,spanish,3D,75
6337,Zysk.,spanish,2D,75
1907,Źródło.,german,2D,75
8207,Żaden.,german,2D,75
9332,Żaden.,german,3D,75
9332,Żaden.,polish,3D,75
2335,Żelazo.,german,IMAX,75
3017,Żeński.,english,2D,75
3417,Żeński.,spanish,2D,75
5244,Żołnierz.,polish,IMAX,75
3075,Życie pierwiastek.,spanish,2D,75
308,Żyć posługiwać się.,german,2D,75
7027,Żywność gdy.,german,3D,75
7430,–.,polish,IMAX,74
8794,10 wokół.,english,2D,74
828,10 wybierać.,spanish,3D,74
2687,1000 film.,spanish,IMAX,74
6053,1000 zająć.,german,2D,74
1116,6.,english,IMAX,74
6607,7 chłop.,english,3D,74
5815,70 nic.,german,3D,74
7369,8.,spanish,3D,74
2983,8.,english,2D,74
6976,9 bądź.,spanish,3D,74
6881,9 przyczyna.,english,2D,74
2936,Administracyjny.,german,3D,74
5111,Adres.,polish,2D,74
6787,Afryka.,polish,3D,74
9497,Alkoholowy przyjemność.,english,3D,74
9106,Alkoholowy Włochy.,polish,3D,74
3618,Amharski.,spanish,3D,74
2229,Angielski.,english,IMAX,74
3856,Ani produkt.,spanish,2D,74
414,Artysta.,spanish,3D,74
4223,Atmosfera Stany Zjednoczone.,german,IMAX,74
7882,Babka prywatny.,spanish,2D,74
7882,Babka prywatny.,english,3D,74
9825,Bar.,polish,2D,74
3976,Bardzo sądzić.,polish,3D,74
8009,Bawić Się ukraiński.,spanish,IMAX,74
7363,Bezpośrednio.,english,3D,74
8285,Białoruś moneta.,german,2D,74
875,Biały co.,english,3D,74
6150,Blisko dotyczyć.,english,3D,74
6150,Blisko dotyczyć.,english,3D,74
6150,Blisko dotyczyć.,german,IMAX,74
9767,Bóg surowy.,polish,3D,74
2434,Brzeg.,polish,3D,74
2434,Brzeg.,polish,IMAX,74
6117,Budowla sukces.,spanish,IMAX,74
4206,Budowla.,german,2D,74
5582,Budynek.,german,2D,74
2362,Butelka.,german,IMAX,74
7293,Całkowity bić.,english,2D,74
2052,Centralny żołądek.,polish,3D,74
9374,Centrum miłość.,spanish,2D,74
378,Charakterystyczny i.,spanish,IMAX,74
236,Chleb większy.,german,2D,74
7328,Chleb.,spanish,3D,74
5024,Chrystus.,english,2D,74
6299,Ciągle.,german,3D,74
1560,Ciecz rozmiar.,english,IMAX,74
1560,Ciecz rozmiar.,english,3D,74
6882,Ciecz.,polish,2D,74
7331,Cień źle.,spanish,2D,74
6401,Cmentarz włosy.,german,3D,74
1582,Co mięso.,german,3D,74
9229,Cukier.,german,2D,74
142,Czapka kilka.,english,IMAX,74
4320,Czechy archipelag.,german,3D,74
5703,Czterdzieści.,spanish,2D,74
5583,Cztery tańczyć.,english,IMAX,74
3002,Cztery.,polish,IMAX,74
7287,Czyjś nieszczęście.,polish,2D,74
7645,Czyjś wspólnota.,english,2D,74
5861,Czyjś.,german,IMAX,74
9324,Czyn rzeczownik.,german,3D,74
7248,Czynnik średni.,spanish,2D,74
1849,Dach.,german,3D,74
5501,Dach.,spanish,IMAX,74
5053,Dach.,german,IMAX,74
5376,Dać Się itp..,spanish,2D,74
7517,Dalej właściwość.,english,2D,74
5580,Dany.,polish,2D,74
5580,Dany.,spanish,3D,74
1702,Dawać teoria.,german,2D,74
3915,Długi grzech.,polish,2D,74
5812,Dodatek.,polish,IMAX,74
596,Dokument uderzyć.,english,3D,74
559,Dokument.,english,3D,74
5836,Dopiero.,english,3D,74
4847,Dorosły prawy.,english,3D,74
4847,Dorosły prawy.,german,2D,74
8201,Dostać Pan.,spanish,IMAX,74
8614,Drewniany wieś.,german,3D,74
3004,Drewno.,spanish,3D,74
1924,Drogi choroba.,polish,2D,74
8066,Drugi przedsiębiorstwo.,spanish,3D,74
3097,Drużyna lina.,german,IMAX,74
3902,Duch.,english,IMAX,74
8948,Duński złożyć.,german,3D,74
4649,Duński.,spanish,2D,74
2889,Dużo.,german,IMAX,74
7562,Dziać Się towarzystwo.,english,2D,74
5307,Dziać Się.,polish,IMAX,74
1779,Dzielić.,english,IMAX,74
7527,Dzielnica owca.,polish,IMAX,74
8128,Dziesięć grzech.,spanish,2D,74
9431,Dziesięć.,english,IMAX,74
4672,Dzisiaj rosnąć.,german,3D,74
8121,Dziura powiedzieć.,german,3D,74
8121,Dziura powiedzieć.,german,3D,74
1140,Efekt plecy.,polish,3D,74
9862,Europa grzyb.,english,3D,74
6109,Europa republika.,polish,2D,74
9711,Fabryka.,polish,2D,74
9948,Finansowy.,german,2D,74
722,Forma odnosić się.,polish,IMAX,74
1769,Forma.,polish,3D,74
410,Futro.,english,IMAX,74
1335,Gałąź.,polish,3D,74
2195,Gardło.,polish,2D,74
5001,Gazeta.,spanish,IMAX,74
5482,Głęboki smak.,polish,2D,74
6811,Głos męski.,english,3D,74
8264,Głośny.,german,IMAX,74
5321,Go dusza.,polish,2D,74
2634,Godność twardy.,german,3D,74
4709,Gołąb projekt.,english,2D,74
1929,Gorący sto.,german,2D,74
9023,Gotowy.,german,3D,74
6864,Grać.,german,IMAX,74
4673,Grecja dopływ.,english,2D,74
4902,Grecja technika.,english,IMAX,74
5954,Grób okręt.,german,3D,74
9411,Grunt łączyć.,spanish,3D,74
9707,Grzech ci.,polish,3D,74
8636,Herb tworzyć.,german,3D,74
1930,Historyczny.,german,2D,74
6110,Holandia.,polish,2D,74
6803,Impreza więc.,english,2D,74
800,Instrument wtorek.,polish,2D,74
8686,Interes.,polish,2D,74
9511,Istnieć partia.,german,3D,74
8021,Istnienie.,english,2D,74
6629,Iść ojciec.,polish,3D,74
4615,Iść.,german,IMAX,74
7337,Iść.,spanish,3D,74
4452,Jajo częściowo.,english,IMAX,74
30,Jaki popularny.,english,2D,74
30,Jaki popularny.,german,3D,74
3943,Jaki pozostać.,spanish,2D,74
3451,Japonia.,spanish,3D,74
9460,Jednak doprowadzić.,english,IMAX,74
4591,Jedyny sztuka.,spanish,2D,74
8222,Jedzenie zanim.,spanish,IMAX,74
8382,Jeszcze brzuch.,german,IMAX,74
2128,Jeszcze osiemdziesiąt.,german,3D,74
2115,Jeśli.,german,2D,74
5411,Jeśli.,english,2D,74
1237,Jeśli.,spanish,IMAX,74
7619,Jezus duży.,english,IMAX,74
3184,Kaczka.,spanish,2D,74
1001,Kapelusz.,german,3D,74
9706,Kartka.,polish,IMAX,74
7680,Katolicki część.,german,3D,74
7639,Katolicki.,polish,2D,74
8238,Kierować.,english,IMAX,74
3846,Kierować.,english,2D,74
8238,Kierować.,polish,3D,74
3287,Klub odpowiedź.,english,2D,74
1450,Klucz gołąb.,spanish,IMAX,74
7982,Klucz.,german,3D,74
4256,Kobiecy.,spanish,2D,74
5995,Kobieta trzeba.,german,2D,74
1594,Kochać.,english,3D,74
1334,Kolacja.,german,2D,74
4916,Kolej.,spanish,IMAX,74
4671,Komórka Słowacja.,german,3D,74
7490,Korona.,spanish,IMAX,74
7392,Korzystać zwierzę.,polish,IMAX,74
7928,Kot dużo.,english,3D,74
7231,Kot.,polish,3D,74
6100,Król rada.,english,IMAX,74
4802,Krzew.,german,3D,74
286,Kula pełny.,english,2D,74
146,Kultura.,german,3D,74
1710,Kupić.,spanish,IMAX,74
1269,Kupować.,german,3D,74
3689,Kura historia.,spanish,3D,74
1331,Kurs.,polish,3D,74
4879,Lampa.,polish,IMAX,74
6907,Las konstrukcja.,polish,IMAX,74
2014,Lekcja.,spanish,2D,74
155,Letni komputer.,spanish,3D,74
155,Letni komputer.,german,3D,74
8890,Lęk.,english,2D,74
9746,Liczyć charakterystyczny.,polish,IMAX,74
3799,Listopad skóra.,german,IMAX,74
6539,Listopad.,spanish,3D,74
9396,Liść policja.,spanish,2D,74
4859,Los rzeka.,german,IMAX,74
4859,Los rzeka.,german,3D,74
4859,Los rzeka.,spanish,IMAX,74
5429,Lód.,german,IMAX,74
9887,Ludowy osioł.,polish,2D,74
653,Ładny.,german,2D,74
9184,Łagodny.,german,IMAX,74
8007,Maj.,english,3D,74
127,Mały.,german,2D,74
2656,Marka.,spanish,3D,74
2656,Marka.,english,3D,74
1767,Martwy.,spanish,IMAX,74
9270,Matematyka wyścig.,german,3D,74
3751,Mąka.,spanish,IMAX,74
9387,Mąka.,polish,IMAX,74
3913,Mąka.,english,3D,74
5481,Mąka.,english,3D,74
5909,Medycyna osoba.,german,3D,74
179,Metal.,polish,3D,74
2948,Męski typowy.,spanish,3D,74
6797,Mgła.,english,3D,74
6314,Mierzyć.,polish,2D,74
8792,Miesiąc francuski.,english,3D,74
6233,Mieszkanka.,polish,2D,74
7545,Minuskuła śnieg.,english,IMAX,74
7545,Minuskuła śnieg.,polish,3D,74
486,Minuskuła.,polish,IMAX,74
2455,Mnóstwo projekt.,polish,IMAX,74
326,Morze Śródziemne następować.,english,2D,74
9894,Most zainteresowanie.,polish,IMAX,74
1147,Most.,german,IMAX,74
7005,Mowa pan.,spanish,3D,74
1957,Mrówka kolano.,polish,IMAX,74
1642,Mrówka.,german,3D,74
7752,Mur odpowiedni.,english,3D,74
7752,Mur odpowiedni.,polish,2D,74
2884,Mur.,english,3D,74
2884,Mur.,polish,IMAX,74
2513,Mur.,polish,3D,74
8519,Muzyczny zamykać.,german,3D,74
3257,Muzyk pozwalać.,english,3D,74
9691,Muzyka.,polish,3D,74
5972,Mysz uniwersytet.,german,IMAX,74
5251,Myśl.,english,3D,74
7556,Na.,english,IMAX,74
7556,Na.,english,IMAX,74
3518,Nagle przez.,spanish,IMAX,74
7272,Naj- itp..,spanish,IMAX,74
2389,Narodowy dobrze.,german,2D,74
5304,Nasiono kara.,english,2D,74
4598,Naturalny historia.,english,3D,74
4598,Naturalny historia.,german,2D,74
2715,Nauczycielka.,english,2D,74
3876,Naukowy.,polish,2D,74
9331,Nie Ma.,english,3D,74
850,Niebieski.,german,3D,74
647,Niebieski.,spanish,IMAX,74
9579,Niech kobiecy.,spanish,IMAX,74
6334,Niech Warszawa.,english,3D,74
1261,Niemiec.,german,IMAX,74
1468,Niewolnik 90.,spanish,IMAX,74
1292,Niewolnik zachowanie.,polish,2D,74
7282,Nigdy zero.,german,IMAX,74
7391,Niż teren.,spanish,2D,74
7452,Np..,english,3D,74
7452,Np..,spanish,2D,74
9419,Obchodzić temu.,polish,IMAX,74
7826,Obok.,english,IMAX,74
8029,Obszar suma.,english,IMAX,74
6378,Obywatelka siedziba.,english,2D,74
8622,Ochrona.,english,2D,74
