_id,title,tickets_sold
9517,Ubogi grać.,1975
7959,Katolicki historia.,1974
9727,Ziemniak.,1974
401,Tor.,1974
8626,Dwa przychodzić.,1974
2595,Dno biec.,1974
4645,Dłoń zainteresowanie.,1974
8998,Użytkownik obchodzić.,1973
7859,Równy smak.,1972
9303,Dodać.,1972
5122,Koza Egipt.,1972
3295,Wojna.,1972
4254,Talerz.,1972
2355,Żyd prawny.,1972
9112,Cisza wcześnie.,1971
7097,Określony.,1971
2056,Czynnik.,1971
177,Istnienie wyrób.,1970
8011,Para.,1970
8258,Kalendarz.,1970
72,Ciepło piec.,1970
4681,Moment.,1970
3344,Źle.,1969
9160,Moc jedzenie.,1969
7707,Badanie.,1969
9857,Własny.,1969
8418,Pod usuwać.,1969
1750,Albo podnosić.,1969
6013,Płacić rola.,1968
3346,Ojciec.,1968
7561,Jednostka.,1968
6596,Różowy.,1968
7768,Urząd.,1968
2441,Przy.,1968
3505,Alkoholowy historyczny.,1968
380,Kieszeń.,1968
1455,Filmowy pojawić się.,1967
5650,Pisarz powoli.,1967
8622,Ochrona.,1967
832,Czerwony.,1966
5131,Różowy w..,1966
1696,Obywatelka epoka.,1966
296,Przyprawa stać.,1966
870,No.,1966
7008,Męski.,1965
9582,Głośny pięćdziesiąt.,1965
7567,- przez.,1965
2405,Móc ruch.,1964
5604,Przyprawa.,1964
5466,Bar.,1964
7490,Korona.,1963
5190,Osobisty podstawowy.,1963
5711,Pod albo.,1963
9789,Znać.,1963
2936,Administracyjny.,1963
8284,Uprawiać.,1962
9443,Określony.,1962
8727,Budowa przedsiębiorstwo.,1962
2000,Pod doprowadzić.,1962
6485,Nie.,1961
3723,Wystawa.,1961
307,Żart.,1960
7571,Uniwersytet.,1960
8232,Dziecko powstanie.,1960
7497,Zwyczaj.,1960
1049,Nieść ponad.,1960
3059,Dziecięcy liczba.,1960
5909,Medycyna osoba.,1960
5505,Znak trzeci.,1960
3521,Dziecko przypominać.,1959
4757,Tor.,1959
708,Mistrz.,1959
2735,Poprzez.,1959
9300,Cierpienie.,1959
5892,Jakość.,1959
8184,Dopływ rada.,1959
4777,Taniec.,1958
2386,Oddawać.,1958
1848,Obwód umieścić.,1958
1394,Służyć grudzień.,1958
4401,Nieść.,1958
48,Intensywny.,1958
5015,Oczekiwać uznawać.,1958
9199,Ciągnąć.,1957
9607,Ciało.,1957
8733,Zaś.,1957
4256,Kobiecy.,1956
4123,Skrzydło bać się.,1956
6028,One nagły.,1956
3309,Jądro ziemia.,1956
8585,Zmienić odcinek.,1956
1056,Urządzenie angielski.,1955
9051,Daleki sposób.,1955
2749,Przemysł pytać.,1955
5500,Zanim lis.,1955
8491,Bo metal.,1954
7144,Owoc umysł.,1954
5759,Śmiech.,1954
275,Jan.,1954
4371,Szczególny.,1954
2258,Spotkać potrafić.,1954
294,Możliwość robić.,1953
5032,Bogaty swój.,1953
4241,Większość obiad.,1953
7431,Cierpieć sobie.,1953
8936,Świnia ludność.,1952
7502,Mąż.,1952
6918,Uprawiać wykonać.,1952
7767,Zaraz tracić.,1952
8155,Połączyć bogini.,1951
3281,Prywatny.,1951
5073,Obserwować określenie.,1951
9179,Sytuacja szkło.,1951
5577,Godzina godność.,1950
1277,Warzywo.,1950
7958,Stacja babcia.,1950
513,Odbywać Się.,1949
2626,Nauka.,1949
1444,Prawie.,1949
6600,Związany.,1949
7016,Polski moment.,1948
2489,Coraz.,1948
7743,Całość.,1948
8306,Zwycięstwo.,1948
7161,Student znany.,1948
6193,Zeszły.,1947
3782,Chory tłuszcz.,1947
2460,Indie religia.,1947
5529,Żołnierz posługiwać się.,1947
1500,Piosenka.,1947
2193,Pomieszczenie kto.,1946
9877,Miejsce.,1946
8147,Krótki.,1946
2116,Bajka.,1946
7799,I.,1946
3257,Muzyk pozwalać.,1946
3312,Prawo.,1946
8256,Lekcja obiekt.,1946
3872,Otwarty pogoda.,1946
3775,Metr szczyt.,1946
5991,Umożliwiać fragment.,1945
7700,Chmura.,1945
3631,Odkryć.,1945
6101,Bez uczyć się.,1945
4899,Rzymski.,1945
1088,Niebezpieczeństwo.,1945
471,Bawić Się osiem.,1944
7085,Wolno abugida.,1944
5203,Jednocześnie.,1944
1945,Służba głowa.,1944
8267,Kultura napisać.,1944
1698,Zrozumieć znajdować.,1944
7288,Kształt.,1943
9102,Dokonać pojęcie.,1943
9734,Hiszpański student.,1943
715,Napisać zazwyczaj.,1943
4216,Interes z.,1943
5945,Plecy na zewnątrz.,1943
5535,Finansowy południowy.,1943
5979,Następować.,1943
5113,Biedny krzesło.,1943
1121,Skończyć zaraz.,1943
6306,Szkodliwy mózg.,1942
6754,Wesoły.,1942
9999,Szanowny zawierać.,1942
2679,Południe kieszeń.,1942
3888,Płakać.,1942
6929,Łąka park.,1942
2084,Jakość działać.,1941
9963,Trwać wisieć.,1941
3129,Cierpienie rower.,1941
7814,Związek naturalny.,1941
5219,Fala nazwisko.,1941
3170,Myśleć.,1941
1030,Informacja.,1941
6073,Ojciec.,1940
4168,Ogromny słaby.,1940
8582,Wiara.,1939
5845,Poczta pięć.,1939
7989,Łatwo nowy.,1939
7316,Otworzyć przyjęcie.,1939
731,Sok osoba.,1939
729,Litera potrzeba.,1938
36,Intensywny.,1938
4764,Warunek.,1938
993,Zwyczaj.,1938
4909,Nagle nigdy.,1938
7052,Oddział.,1937
2805,Energia.,1937
2906,Włos.,1937
6362,Noga ruch.,1937
5705,Bieda pragnąć.,1937
7990,Często.,1937
7851,Urządzenie.,1936
7831,Jeszcze kuchnia.,1936
7946,Użycie krzesło.,1936
6688,Alfabet powodować.,1936
3640,Ciężki komputerowy.,1936
8948,Duński złożyć.,1936
5308,Zwrot masa.,1936
5693,Szlachetny.,1935
8892,Obszar.,1935
7115,Umiejętność.,1935
4249,Czerwiec lipiec.,1935
7636,Sąd.,1935
6036,Pod.,1934
5412,Rzeka szkoła.,1934
9832,Królowa.,1933
1361,Sylaba zamieszkiwać.,1933
651,Coś artysta.,1933
4011,Policzek użyć.,1933
8009,Bawić Się ukraiński.,1932
3950,Spór ciężki.,1932
5798,Wykonywać paliwo.,1932
1031,Obserwować.,1932
2869,Stół.,1932
8465,Bycie.,1932
4559,Odpowiedź kolega.,1931
3770,Dawno bajka.,1931
1635,Idea.,1930
2342,Powiedzieć bo.,1930
9890,Letni społeczeństwo.,1930
8526,Zachowywać Się impreza.,1930
7904,Zniszczyć zatoka.,1929
5075,Kierunek.,1929
8162,Siedemdziesiąt układ.,1929
8808,Metalowy.,1929
2302,Japonia jednak.,1929
3670,Czysty.,1929
9081,Złożyć wieś.,1929
7220,Utwór cebula.,1929
3903,Grzyb stacja.,1928
7716,Konstrukcja.,1927
9016,Np..,1927
5953,Zatrzymać Chrystus.,1927
1200,Taniec należy.,1927
8578,Banknot wiatr.,1927
8835,Skała.,1927
9533,Głupek.,1926
8078,Amerykański.,1926
9269,Kobiecy wytwarzać.,1926
4595,Wąski.,1926
8207,Żaden.,1926
7279,Lis państwo.,1925
4640,Wojna błąd.,1925
2501,Usuwać prawy.,1924
403,Dziedzina przyjechać.,1924
8894,Program.,1924
5989,Lipiec kontakt.,1923
3600,Polak grupa.,1923
1232,Program popularny.,1923
9559,Czysty zjawisko.,1922
5171,Teren w formie.,1922
6228,Wstyd ludzki.,1922
8539,Z Powodu tarcza.,1922
2199,Żona.,1922
9611,Klucz.,1921
615,40.,1921
5820,Blisko.,1921
2897,Mur.,1920
7875,Średniowieczny.,1920
4010,Przyjść złodziej.,1920
8970,Otwierać uczeń.,1919
5632,Na Przykład czwartek.,1919
7137,Wczesny.,1918
5552,90.,1918
9903,Barwa.,1918
2504,Błąd.,1917
7068,Siostra.,1917
7359,U założyć.,1917
4594,Pisanie suchy.,1917
7874,Włochy płakać.,1917
7550,Niechęć park.,1917
5381,Drewno drzewo.,1916
1110,Osoba po prostu.,1916
7788,Narodowość.,1915
2503,Lista.,1915
8174,2 fakt.,1915
2812,Lew.,1915
6517,Ślub.,1914
7329,Stopień.,1914
6436,Aktor u.,1914
7880,Koszt.,1914
704,No czynnik.,1914
8621,Krowa pierś.,1913
9394,Zajęcie.,1913
3583,Samiec.,1913
7503,Dzisiejszy lata.,1913
1481,Przyjąć.,1912
9209,Dobry widoczny.,1912
9114,Błąd.,1912
8176,Produkt tajemnica.,1911
9263,Budzić.,1911
9720,Muzyk starożytny.,1910
962,Jeździć.,1910
1268,Poważny one.,1910
118,Kościół 90.,1909
1228,Poprzez dzieło.,1909
2205,Wpływ ono.,1909
344,Szklanka.,1908
9937,Mózg ukraiński.,1908
418,Hotel uderzenie.,1908
1240,Poza.,1907
1478,Królestwo.,1906
3929,Kolacja.,1906
1685,Osiągnąć pojedynczy.,1906
3070,Jądro.,1906
7800,Spowodować ziemniak.,1905
2782,Ponieważ.,1905
4386,Egzamin zachowywać się.,1905
1764,Zwrot powiedzieć.,1905
570,Poza uzyskać.,1905
6336,Straszny znaczyć.,1905
2119,Radio piasek.,1904
6807,Moneta.,1904
5523,Seks podnosić.,1904
3967,Zdrowie.,1904
503,Skład.,1904
5421,Orzeł położony.,1903
7897,Ozdobny ludzki.,1902
8502,Operacja zima.,1902
2268,Religia.,1902
8043,Jesień kłaść.,1902
8602,Dzielnica rodzic.,1902
9206,Sos.,1902
3381,Styczeń.,1901
9911,Trudność 10.,1901
2220,Znowu Holandia.,1901
7032,Unia Europejska.,1901
5124,Autor równy.,1900
7751,Zakładać niski.,1900
9694,Organizacja.,1900
575,Karta.,1899
7202,Ozdoba szybki.,1898
1510,Państwo lista.,1898
1762,Polityczny masło.,1898
3522,Staw suma.,1897
5463,60.,1897
2337,Dania.,1897
8514,Pies.,1896
1649,Wieczór przyjąć.,1896
4841,Przedstawiać.,1896
5287,Poruszać Się.,1896
2835,Konstrukcja.,1896
469,Zdrowie.,1895
1796,Kanał.,1894
3278,Nigdy wschodni.,1894
935,Część szósty.,1894
2622,Robić.,1894
3774,Przypominać.,1894
6170,Narodowość.,1894
5629,Żółty jazda.,1894
4989,Dobro spokój.,1894
6154,Utwór Rosja.,1893
2045,Pomiędzy.,1892
9858,Postać plan.,1892
971,Zbudować odpowiedni.,1892
9814,Czterdzieści.,1892
802,Przemysł.,1891
8281,Prostytutka ósmy.,1891
3578,Jan.,1891
6669,Zboże.,1891
2133,Obywatel.,1890
3883,Dziewięć.,1889
8117,Wspólny wielkość.,1889
5377,Palić.,1888
9050,Bar.,1888
4994,Włos.,1888
2692,Ocena usuwać.,1888
7309,Go zawodowy.,1888
1723,Uważać społeczny.,1888
6601,Zupa.,1888
1558,Uczeń.,1887
1966,Odbywać Się.,1887
7736,Wspólnota podział.,1886
1324,Trzydzieści wilk.,1886
2644,Szkolny.,1886
1365,Los.,1885
9873,Wiek.,1885
77,Filozofia żelazo.,1885
3016,Uderzać.,1884
1233,Postać ciemny.,1884
2113,Pozycja.,1884
1072,Kostka.,1883
9736,Podstawowy.,1883
1982,Gaz.,1883
6412,Widoczny odkryć.,1883
8024,Nowy koło.,1883
5875,Hasło.,1883
4700,Cukier.,1882
6779,Przeprowadzać sieć.,1882
7969,Całość parlament.,1882
9174,Czas.,1882
1096,Minister wrogi.,1882
9393,Prezent.,1881
6151,Zima policzek.,1881
1379,Skłonność.,1881
2662,Scena nocny.,1881
1828,Świątynia.,1881
250,Naczynie.,1881
692,Filozofia.,1881
4099,Wyrób.,1880
63,Gęsty gotować.,1880
158,Zanim błąd.,1880
2016,Otwarty.,1880
6076,Pismo.,1880
2244,Wchodzić.,1879
4352,Szanowny.,1879
9034,Pytać.,1878
7376,Przyszłość.,1878
1873,Warstwa.,1878
5864,Muzyczny ciepły.,1878
9442,Piąty.,1877
8140,Nadawać.,1877
6758,Skala podobny.,1877
3293,Szkolny.,1877
8953,Otwierać.,1876
9936,Urodziny.,1876
1994,Powód nosić.,1875
1573,Dawać.,1875
3588,Studiować.,1875
1153,Umysł centrum.,1874
7589,Postać brzeg.,1873
7777,Ogół jaki.,1873
2935,Ciotka sprzedaż.,1873
5807,Policzek dziedzina.,1872
7519,Przerwa wioska.,1872
5226,Wybitny.,1871
9127,Cztery noc.,1871
4293,Gęś wywołać.,1871
4338,Okropny podłoga.,1871
3900,3.,1871
88,Pokarm pomoc.,1871
6174,Dodać odważny.,1870
7312,Górny.,1869
9893,Podróżować dość.,1869
413,Cel szeroki.,1868
3298,Moneta postępować.,1868
6838,Późny wyjść.,1867
96,Narząd.,1867
7048,Wolny podział.,1867
1908,Wchodzić.,1867
770,Treść.,1866
9449,Przeciwny polityk.,1865
6,Wybierać.,1865
2069,Wpływ.,1865
4549,Szyja ogon.,1865
6582,Jako towar.,1864
8406,Nieść do.,1864
4394,Idea raz.,1864
9450,Źródło.,1864
5827,Umrzeć.,1863
8282,Urząd.,1863
206,Rumunia zobaczyć.,1863
6395,Stanowić.,1862
8591,Jednocześnie jądro.,1861
7841,Kościół.,1861
1699,Umysł.,1860
3139,Pierś górski.,1859
5319,Bogaty pies.,1858
9950,Pan tańczyć.,1858
2965,Parlament.,1858
3711,Czyli.,1858
278,Mnóstwo lewy.,1858
6400,Średniowieczny.,1857
1281,Podróżować.,1857
6175,Daleko.,1857
280,Wpływ umieszczać.,1857
6080,Zmarły.,1857
2753,Spór.,1856
3685,Wyrażać.,1856
8504,Nikt skład.,1856
4644,W Kształcie.,1855
4132,Zrobić.,1855
556,Okolica.,1855
9902,Piętnaście.,1855
9364,Siedem.,1854
3850,Twój.,1854
139,Rzucać.,1853
4329,Strumień padać.,1853
4817,Czasem jesień.,1852
4646,Otwarty strach.,1852
1117,Bycie.,1852
2675,Suma.,1852
7232,?.,1852
2277,Obszar szary.,1852
3519,Armia.,1851
7256,Kij zazwyczaj.,1850
2439,Flaga dawać.,1849
1847,Zdrowy.,1849
3510,Dwa bar.,1848
4813,Niewielki.,1848
9395,Powinien.,1846
1262,Dokonać wesoły.,1846
3440,Różny decyzja.,1845
3898,Istnieć.,1845
1993,Wielkość.,1845
2587,Wspaniały szczególnie.,1845
2875,Praca.,1844
2264,Podnosić.,1844
5920,Dwudziesty również.,1843
886,Bić angielski.,1843
5309,Żart sprawa.,1843
3582,Kłaść przyjęcie.,1843
1682,Następować.,1842
6800,Przestępstwo herbata.,1842
1131,Ostry.,1841
3483,Łuk.,1841
4106,Poziom.,1840
4812,Gwałtowny.,1840
3106,Ocena czerwony.,1840
4312,Historia połączyć.,1840
4621,Wodny.,1840
5453,Znaleźć nadawać.,1839
6270,Miasto przyjść.,1839
3927,Organ bułgarski.,1838
2393,Nieść los.,1837
2633,Usługa sygnał.,1836
163,Nasz.,1835
7296,Kończyć.,1835
4618,Zdanie rozumieć.,1835
2867,Kraina.,1834
7867,Obywatelka nawet.,1834
3789,Osoba stać.,1833
6063,Kosz kość.,1832
2246,Słowacki wykonać.,1830
5340,Metoda zimny.,1830
915,Polityka.,1830
248,Zobaczyć.,1830
7920,Patrzeć.,1828
3671,Trzeba.,1828
6522,Sześć muzyk.,1827
8100,Ludzie.,1827
31,Ogród.,1826
2031,Wychodzić.,1826
1613,Wolny.,1826
4019,Kupować trudność.,1825
7538,Plac.,1825
9636,Kosztować.,1825
976,Koszula wspomnienie.,1824
8470,Polegać.,1824
2241,Wysokość.,1823
7351,Pamięć.,1823
299,Zbudować.,1822
5988,Morski.,1822
6934,Dostać Rosja.,1822
2479,Drzwi wiara.,1820
4692,Miejski.,1820
1808,Czerwony finansowy.,1819
5454,Wrogość pozbawić.,1818
1040,Klub kierunek.,1817
7537,Pojedynczy.,1817
1523,Współczesny.,1816
4062,Czytać zespół.,1815
1803,Ulegać około.,1814
6438,Pojedynczy rysunek.,1814
824,Przejść.,1814
3034,Administracyjny problem.,1814
6369,Równy.,1813
7416,Wiersz katolicki.,1813
5808,Wiedza.,1812
3435,Przynosić.,1810
3223,Na.,1809
4450,Kobiecy obóz.,1807
1985,Otworzyć istota.,1807
9078,Różowy.,1806
712,Pojazd.,1805
5165,Obok.,1805
154,Biskup punkt.,1805
6462,Krótki zmienić.,1802
6659,Kłopot potrzeba.,1801
5350,Popularny.,1801
5682,Włochy.,1800
1473,Powierzchnia.,1800
3680,Produkcja.,1798
2167,Przed nadzieja.,1798
4718,Trzydzieści przyjemny.,1798
5897,Żyd znaleźć.,1798
7690,Narkotyk kończyć.,1797
6576,Aktywny.,1797
7804,Blisko płakać.,1797
5531,Owca.,1796
9383,Rozmiar charakterystyczny.,1793
939,Rosja kolej.,1792
5061,Mama słoń.,1790
8313,Uzyskać zapis.,1789
2665,Pamiętać działalność.,1788
7923,Wywołać.,1788
3443,Przykład śpiewać.,1787
3721,Temperatura Holandia.,1787
9338,Październik wolny.,1787
6153,Zajmować Się.,1787
4945,Podnosić interes.,1787
1060,Organizm kolejny.,1786
7221,Zamiar specjalista.,1786
2480,Smutek polityczny.,1784
3083,Grecki narkotyk.,1783
7185,Egzamin zasada.,1783
8292,Region.,1782
3194,Łódź jedyny.,1781
4674,Atmosfera.,1781
355,Gatunek epoka.,1780
2960,Ząb rejon.,1780
8480,Klimat.,1779
9530,Efekt powód.,1779
9297,Pozwalać.,1779
9798,Ulegać.,1778
3996,Część energia.,1778
9856,Książę.,1777
6972,Matematyka.,1777
3706,Jabłko jazda.,1777
6623,Instrument.,1776
6976,9 bądź.,1776
7935,Ogon pełny.,1775
9058,Tam proszę.,1773
3402,Związek surowy.,1772
2697,Wymagać do.,1771
9687,Wiatr.,1771
7724,Powolny.,1769
3977,Obraz.,1769
396,Układ Okresowy.,1769
3382,Blady punkt.,1767
243,Prywatny.,1767
8042,Stacja.,1766
8831,Włochy początek.,1765
7952,Środa.,1764
7047,Aktor wątpliwość.,1764
5085,Barwa potrzebny.,1763
7006,Zarówno palić.,1762
5812,Dodatek.,1762
3629,Tylko.,1761
4431,Literatura.,1759
26,Decyzja pojęcie.,1758
1230,Płaski.,1757
6752,Taniec zająć.,1756
2968,Mały.,1755
8255,Wzdłuż.,1755
73,Figura 60.,1752
4873,Świadczyć miękki.,1752
8674,Podobny polski.,1751
6083,Cierpieć.,1751
356,Planeta czasownik.,1751
3151,Przynieść.,1749
6636,Kwiat.,1749
6616,Możliwość dokładny.,1746
5814,Płeć.,1745
8713,Rzucać.,1744
9945,Wujek bądź.,1743
8563,Iść.,1743
2583,Żywy dzięki.,1742
4668,Natychmiast.,1742
2398,Ośrodek wisieć.,1740
787,Chodzić.,1739
8227,Maj.,1739
7155,Jajo ludzki.,1737
10000,Niebo.,1733
5811,Występować.,1731
7344,Alfabet.,1729
9117,Starożytny kończyć.,1724
909,Rozpocząć czerwony.,1724
4911,Rzadko.,1720
6802,Dzisiaj brak.,1719
7698,Pierś.,1718
6497,Niezwykły.,1718
5475,Łuk.,1717
9312,Rolnik szereg.,1713
694,Osiem.,1713
1053,Doprowadzić.,1712
2262,Narząd.,1711
5352,Życie.,1707
3962,Holandia norma.,1706
9290,Maszyna kawałek.,1706
2373,Więcej Włochy.,1704
2484,Obiad.,1704
6125,Istotny.,1704
5008,Sądzić.,1702
2092,Wojskowy.,1702
9426,Zamieszkiwać zero.,1702
1758,Związany.,1701
1797,Ogromny dostać.,1700
7624,Liść mówić.,1699
601,Mieszkanie nadzieja.,1697
3819,Rosja.,1696
3688,Określony napój.,1694
3147,Umieszczać.,1693
6727,Szkło osioł.,1692
5913,Ciągnąć.,1691
7625,Badanie.,1691
2699,Źródło.,1690
113,W Postaci.,1690
1195,Zabawa.,1690
5911,Sukienka.,1690
8821,Sklep.,1687
952,Pragnienie Chrystus.,1686
3500,But niebezpieczny.,1685
7415,Drzwi ten sam.,1685
2285,Występować jeśli.,1684
690,Wada Słowacja.,1682
7470,Czyjś.,1679
6785,Wolno.,1677
5070,Jadalny niedziela.,1677
9644,(…) Kraków.,1675
9606,Niektóry.,1674
8032,Ściana towar.,1674
5182,Rzadko.,1672
5407,Zgodnie.,1671
5202,Obserwować wierzyć.,1671
5721,Udać Się próbować.,1671
7860,Zwyczaj.,1670
2191,Większość.,1669
9168,Komputer brat.,1669
4509,Wiek postać.,1668
2970,Np. chyba.,1665
6839,Obrót wywodzić się.,1665
9701,Użytkownik malować.,1665
5150,Staw.,1662
7629,Czuć szklanka.,1662
2432,Łóżko.,1661
4593,Trudno stado.,1661
8416,Komputerowy.,1661
4883,Postać.,1660
5127,Policjant szczyt.,1660
8019,Wszystek.,1659
3615,Przyrząd.,1658
5791,Wrogość.,1657
4800,Tysiąc plecy.,1656
871,Pozostać.,1654
5856,Burza lekarz.,1653
5120,Dziś forma.,1652
4973,Miejscowość.,1652
34,Kontynent.,1652
388,Uczucie pokonać.,1651
934,Bank.,1651
3662,Tłuszcz.,1651
8474,Wycieczka.,1650
2680,Farba.,1647
5204,A częściowo.,1643
8855,Ogół pieniądze.,1643
8475,Zasada plecy.,1643
2263,Litwa element.,1641
3489,Internetowy sportowy.,1640
9997,Z Krwi I Kości wrogość.,1639
8941,Własność staw.,1638
7535,Układ.,1638
7420,Jakby.,1637
7355,Po robotnik.,1636
5428,Pełnić współczesny.,1634
2156,Centralny.,1632
3168,Problem zabawa.,1631
854,Po.,1631
7299,Gdy.,1629
3060,Dziewięćdziesiąt.,1628
3911,Sto.,1625
65,Potrafić grób.,1623
3160,Brzuch.,1621
2321,Trawa.,1619
7270,Drobny.,1619
8942,Obóz szef.,1618
5221,Jej częściowo.,1618
6025,Zatrzymać powstanie.,1616
2292,Piękny muzyka.,1615
3955,Południe.,1615
5138,Wygrać.,1614
7472,Charakterystyczny.,1613
8607,Żelazo.,1613
2287,Święty.,1613
8708,Pięć fotografia.,1610
8254,Własny kosz.,1608
1692,Strój.,1607
1805,Księga podatek.,1607
2481,Znajdować Się u.,1607
5076,Brać.,1606
5649,Tworzyć zapis.,1606
1136,Kościelny.,1606
9346,Szef.,1604
8052,Który.,1604
9802,Wódka.,1604
6746,Pięć.,1603
7042,Sprawiać.,1602
4743,Mleko posiłek.,1599
3355,Dane lot.,1599
4712,Czuć grecki.,1599
7116,Wiadomość.,1599
734,Niszczyć zajęcie.,1599
8759,No.,1598
5370,Nasienie teraz.,1597
2688,Niebo.,1596
3919,Powstanie.,1596
8964,Płyta.,1596
4420,Sobie natura.,1596
2641,Moralny okazja.,1595
8780,Co dziewiąty.,1594
6572,Stworzyć śmiać się.,1592
3175,Miara.,1592
3833,Bogini.,1591
4074,Kot.,1590
7676,Fałszywy powstanie.,1589
3249,Obserwować.,1588
3021,Barwa.,1588
434,Wzrost.,1587
8853,Żaden.,1586
218,Napój.,1586
8738,Znaleźć.,1586
9634,Obiekt.,1585
1671,Kilka.,1585
180,Słoń sukienka.,1584
2814,Dialekt wiara.,1583
7704,Kula grać.,1583
7230,Grecja historia.,1582
3874,900 gwiazda.,1582
9641,Żart bo.,1581
5952,Dziewięćdziesiąt strefa.,1581
3958,Zima myśleć.,1580
4339,Tłuszcz powszechny.,1579
5168,Świecić.,1578
514,? igła.,1578
7493,Kult możliwy.,1577
4490,Dokument.,1576
1594,Kochać.,1576
4612,Zgadzać Się dzień.,1576
1511,Bo pracownik.,1575
9846,Palec grzyb.,1575
7188,Odbywać Się ty.,1574
5282,Trudność rząd.,1572
2011,Zakładać.,1572
6652,Tłumaczyć.,1570
9712,Zrozumieć.,1570
6480,Książka.,1570
5919,Pas.,1570
4892,Odzież.,1569
8584,Skończyć zwolennik.,1569
7215,Wątpliwość.,1569
4903,Pracować bok.,1569
7846,Nadmierny uciekać.,1568
5397,Zabawka.,1568
6760,Kaczka.,1567
9320,Dzisiejszy klucz.,1565
7030,Palić.,1564
6681,Elektryczny rozumieć.,1564
6685,Prosić.,1564
8000,Niebo.,1564
1470,Smutek.,1563
9632,Doskonały wada.,1562
9227,Śnieg.,1562
1458,Promień imię.,1561
7758,Czysty.,1561
2685,Zmęczony.,1561
9154,Przeciwnik.,1561
922,Być.,1561
6021,Sukces działalność.,1561
6478,Gniazdo wykorzystywać.,1560
1881,Podstawa właściciel.,1560
3650,Dodać wczesny.,1559
363,Położenie.,1559
7413,Japonia.,1558
8210,Lecz opieka.,1558
4196,Kościelny tkanina.,1557
4157,Czterdzieści.,1557
8498,Podział.,1557
2704,Dzieło.,1556
2565,Małżeństwo słodki.,1556
7324,Wystawa artystyczny.,1555
2946,Uczeń płyn.,1555
3843,Kość istotny.,1554
3283,W.,1554
1973,Odczuwać.,1554
6996,Przy sen.,1552
7440,Ulegać instrument.,1552
7977,Sala płeć.,1552
3991,Prędkość.,1551
9986,Ulica zmieniać.,1550
3339,Należeć dzisiaj.,1550
7728,Średniowieczny konflikt.,1550
1315,Lekki przeciwko.,1550
3526,Kwestia tu.,1549
6180,Prosić ciemność.,1549
8305,Król nie-.,1549
8653,Potrzebny.,1548
2374,Płaszcz.,1547
9323,Wzrost.,1547
7345,Przypominać.,1547
2280,Żywy.,1546
3398,Stawać Się.,1546
3091,Piotr godny.,1545
4128,Pismo.,1545
6118,Zdolny urząd.,1545
979,Obraz pozwalać.,1545
2120,Sztuczny.,1544
4999,Wola szlachetny.,1543
6513,Trwały widoczny.,1543
2729,Anglia firma.,1543
2650,Pojawić Się karta.,1542
6110,Holandia.,1542
4498,Zajmować przyjąć.,1541
665,Trudność mój.,1540
8068,Wyraz.,1539
9262,Zapomnieć pomysł.,1539
7060,Główny ksiądz.,1539
5271,Dźwięk centrum.,1539
5423,Dziewiąty.,1538
1759,Rzecz.,1537
9255,Położenie medycyna.,1537
7699,Większy traktować.,1537
5452,Dostać.,1537
6446,Żywność.,1535
7565,Sygnał letni.,1535
7556,Na.,1535
1732,Chiński źródło.,1534
8518,Ciotka.,1534
9738,Własny wykorzystywać.,1534
7336,Dobrze.,1534
9804,Zdarzenie zaczynać.,1533
1818,Jabłko.,1532
5078,Waga młody.,1531
3589,— czyjś.,1531
8797,Wejść 20.,1530
6899,Słyszeć bogaty.,1530
6905,Pewien żołnierz.,1529
2283,Motyl.,1529
4696,Małpa przyjaciel.,1529
1744,Oddział.,1529
4188,Pogląd związać.,1528
3584,Złożyć.,1528
4582,Gdzie.,1528
6117,Budowla sukces.,1528
6526,Królestwo.,1527
9212,Karta.,1527
6015,Ponownie.,1527
8725,Radość wrogi.,1527
8419,Korzyść chrześcijański.,1527
1858,Łagodny.,1526
4047,Przyjmować.,1526
500,Katolicki południowy.,1526
6864,Grać.,1525
3602,Ładny.,1525
6804,Ćwiczenie gospodarczy.,1524
2671,Więc.,1523
1046,Koszula dziś.,1523
8149,Cena wolno.,1523
1213,Dokument dar.,1523
2986,Sukienka rola.,1522
7092,Naprawdę słaby.,1522
7798,Polegać.,1522
2343,Świecić szkolny.,1522
1866,Telewizyjny.,1522
3023,Uczyć.,1521
4755,Naczynie.,1520
2333,Mi szczyt.,1520
3533,Kraina praca.,1520
3547,Zeszły.,1520
1946,Dziadek.,1520
3960,Zielony różnica.,1519
4623,Dzisiejszy firma.,1519
5019,Powód.,1519
4805,Cierpienie.,1518
4814,Wartość.,1518
1160,Panna.,1518
2912,Łatwo zajęcie.,1518
7557,Dyrektor.,1517
8073,Waga.,1517
7222,Żywność narodowy.,1517
4267,Farba księga.,1517
2037,Ślad mi.,1517
6770,Parlament.,1516
4947,Jedynie budowla.,1515
7163,Opisać wioska.,1515
2427,Wykonywanie zobaczyć.,1514
3546,Środek Afryka.,1513
3859,Jeździć.,1512
2208,Spotkanie miejsce.,1512
5511,Trzydziesty (…).,1512
2643,Położyć.,1512
8067,Studia napisać.,1511
6627,Kawa katastrofa.,1511
1435,Azja.,1511
5937,Możliwość.,1511
8766,Rachunek serce.,1510
9374,Centrum miłość.,1510
8188,Poziom założyć.,1510
3518,Nagle przez.,1510
7331,Cień źle.,1509
6854,Przez opłata.,1508
7290,Zamknąć.,1508
6584,Naukowiec.,1507
1066,Tor.,1507
2358,Waga.,1506
9653,Spaść średni.,1506
